"Gene.ID"	"Gene.symbol"
"51335"	"NGRN"
""	""
""	""
"541578///91966"	"CXorf40B///CXorf40A"
"24138"	"IFIT5"
"253769"	"WDR27"
"54431"	"DNAJC10"
""	""
"4077"	"NBR1"
"51"	"ACOX1"
""	""
"2776"	"GNAQ"
"5581"	"PRKCE"
"54512"	"EXOSC4"
"8857"	"FCGBP"
""	""
"3699"	"ITIH3"
"10841"	"FTCD"
"8895"	"CPNE3"
"105370829"	"LOC105370829"
""	""
""	""
"3257"	"HPS1"
"94239"	"H2AFV"
"25999"	"CLIP3"
"23604"	"DAPK2"
"25836"	"NIPBL"
"25852"	"ARMC8"
"118987"	"PDZD8"
"6910"	"TBX5"
"139081"	"MAGEC3"
"11070"	"TMEM115"
"8846"	"ALKBH1"
"100129516"	"LOC100129516"
"146540"	"ZNF785"
"171558"	"PTCRA"
""	""
"89944"	"GLB1L2"
"26073"	"POLDIP2"
"5295"	"PIK3R1"
""	""
"90187"	"EMILIN3"
"1134"	"CHRNA1"
""	""
"396"	"ARHGDIA"
"442894"	"MIR302B"
""	""
"93653"	"ST7-AS1"
"117583"	"PARD3B"
""	""
"400965"	"LOC400965"
"23013"	"SPEN"
"55357"	"TBC1D2"
"57455"	"REXO1"
"6509"	"SLC1A4"
"100653149///642477"	"LOC100653149///LINC01296"
"101929609"	"LOC101929609"
"6100"	"RP9"
"4991"	"OR1D2"
"124152"	"IQCK"
"634"	"CEACAM1"
"644975"	"FLJ30064"
""	""
"11249"	"NXPH2"
"84162"	"KIAA1109"
"55508"	"SLC35E3"
"84897"	"TBRG1"
""	""
""	""
"84962"	"AJUBA"
"1819"	"DRG2"
"55374"	"TMCO6"
""	""
"81029"	"WNT5B"
"2794"	"GNL1"
""	""
""	""
"1308"	"COL17A1"
"170506"	"DHX36"
"643376"	"BTBD18"
""	""
"11009"	"IL24"
"2805"	"GOT1"
"29919"	"C18orf8"
"23305"	"ACSL6"
""	""
"101926951///64881"	"LOC101926951///PCDH20"
"100128977"	"MAPT-AS1"
""	""
"2572"	"GAD2"
""	""
"2235"	"FECH"
"10100"	"TSPAN2"
"157570"	"ESCO2"
"5238"	"PGM3"
"10691"	"GMEB1"
"9939"	"RBM8A"
"4913"	"NTHL1"
"55521"	"TRIM36"
""	""
"403323"	"LOC403323"
"64764"	"CREB3L2"
""	""
"100506100"	"LOC100506100"
"54963"	"UCKL1"
"101928449"	"LOC101928449"
""	""
"1244"	"ABCC2"
""	""
"7389"	"UROD"
"55308"	"DDX19A"
"25830"	"SULT4A1"
""	""
"283576"	"ZDHHC22"
"100507244"	"MAMDC2-AS1"
"54850"	"FBXL12"
"84687"	"PPP1R9B"
"3304///3303"	"HSPA1B///HSPA1A"
"101929520"	"LINC00993"
"379"	"ARL4D"
"2153"	"F5"
"78994"	"PRR14"
"5303"	"PIN4"
"118672"	"PSTK"
"100101467"	"ZSCAN30"
"57198"	"ATP8B2"
""	""
"29091"	"STXBP6"
"10096"	"ACTR3"
"101928589///84187"	"LOC101928589///TMEM164"
"10472"	"ZBTB18"
"1288"	"COL4A6"
"10147"	"SUGP2"
"132612"	"ADAD1"
"8785"	"MATN4"
"285224"	"DNAJB8-AS1"
"101928238"	"LOC101928238"
"10451"	"VAV3"
"6095"	"RORA"
""	""
"283471"	"TMPRSS12"
"388650"	"FAM69A"
"54622"	"ARL15"
"79695"	"GALNT12"
""	""
""	""
"64147"	"KIF9"
"5217"	"PFN2"
"151"	"ADRA2B"
"677837///677821///128439"	"SNORA60///SNORA71E///SNHG11"
""	""
"1908"	"EDN3"
"378805"	"LINC-PINT"
"23213"	"SULF1"
""	""
"4919"	"ROR1"
""	""
"3788"	"KCNS2"
""	""
"1654"	"DDX3X"
"58491"	"ZNF71"
"8613"	"PLPP3"
""	""
"91683"	"SYT12"
""	""
"91408"	"BTF3L4"
""	""
"8434"	"RECK"
"493869"	"GPX8"
"1021"	"CDK6"
""	""
""	""
"9563"	"H6PD"
""	""
"54165"	"DCUN1D1"
"83938"	"C10orf11"
"5887"	"RAD23B"
"50507"	"NOX4"
"9685"	"CLINT1"
"79109"	"MAPKAP1"
"2702"	"GJA5"
""	""
"3233"	"HOXD4"
"105373764"	"LOC105373764"
"361"	"AQP4"
"91369"	"ANKRD40"
"10939"	"AFG3L2"
""	""
"255877"	"BCL6B"
"140876"	"FAM65C"
"79973"	"ZNF442"
"2689"	"GH2"
""	""
""	""
"23322"	"RPGRIP1L"
""	""
""	""
"3420"	"IDH3B"
"8829"	"NRP1"
"157697"	"ERICH1"
""	""
"1601"	"DAB2"
""	""
"23566"	"LPAR3"
"54929"	"TMEM161A"
"3046"	"HBE1"
"10554"	"AGPAT1"
"3062"	"HCRTR2"
"54751"	"FBLIM1"
"140458"	"ASB5"
"11216"	"AKAP10"
"130026"	"ICA1L"
"55064"	"SPATA6L"
"65124"	"SOWAHC"
""	""
"84518"	"CNFN"
"257101"	"ZNF683"
"4038"	"LRP4"
"57556"	"SEMA6A"
"400949"	"FKSG49"
"3359"	"HTR3A"
"11056"	"DDX52"
""	""
""	""
"124930"	"ANKRD13B"
""	""
"10002"	"NR2E3"
"1499"	"CTNNB1"
"144501"	"KRT80"
"60313"	"GPBP1L1"
"9534"	"ZNF254"
"10148"	"EBI3"
""	""
"23503"	"ZFYVE26"
"127281"	"FAM213B"
"3146"	"HMGB1"
"6009"	"RHEB"
"57336"	"ZNF287"
"56897"	"WRNIP1"
"6506"	"SLC1A2"
"101930453///11167"	"LOC101930453///FSTL1"
""	""
"6738"	"TROVE2"
"7258"	"TSPY1"
"1915"	"EEF1A1"
"399947"	"C11orf87"
"27348"	"TOR1B"
"7145"	"TNS1"
"401114"	"FLJ35816"
"348378"	"FAM159A"
"84809"	"CROCCP2"
"58476"	"TP53INP2"
"58538"	"MPP4"
"57178"	"ZMIZ1"
"344887"	"NMRAL1P1"
"158257"	"MIRLET7DHG"
"1953"	"MEGF6"
"164312"	"LRRN4"
"10591"	"DNPH1"
"142679"	"DUSP19"
""	""
"3745"	"KCNB1"
"100505841"	"LOC100505841"
"5983"	"RFC3"
"4552"	"MTRR"
"157769"	"FAM91A1"
"80824"	"DUSP16"
"4796"	"TONSL"
""	""
"200172"	"SLFNL1"
"7579"	"ZSCAN20"
"55769"	"ZNF83"
""	""
"10555"	"AGPAT2"
"102725207///100996760///728113///653145"	"LOC102725207///LOC100996760///ANXA8L1///ANXA8"
"79650"	"USB1"
"7545"	"ZIC1"
"142937"	"LOC142937"
""	""
"646"	"BNC1"
"25975"	"EGFL6"
"100286925"	"LOC100286925"
""	""
"101929240///23020"	"LOC101929240///SNRNP200"
"253959"	"RALGAPA1"
""	""
"80025"	"PANK2"
"51496"	"CTDSPL2"
"284361"	"EMC10"
"51493"	"RTCB"
"23562"	"CLDN14"
"54939"	"COMMD4"
"440137"	"FLJ31945"
""	""
"8581"	"LY6D"
"10194"	"TSHZ1"
"157753"	"TMEM74"
"26050"	"SLITRK5"
"9223"	"MAGI1"
"140612"	"ZFP28"
"284252"	"KCTD1"
"414196"	"CELF2-AS1"
"28755"	"TRAC"
"6773"	"STAT2"
"7803"	"PTP4A1"
"6440"	"SFTPC"
"222183"	"SRRM3"
"55862"	"ECHDC1"
""	""
""	""
"7468"	"WHSC1"
""	""
"56994"	"CHPT1"
""	""
"92312"	"MEX3A"
""	""
"79095"	"C9orf16"
"3672"	"ITGA1"
"22870"	"PPP6R1"
""	""
"65059"	"RAPH1"
"79085"	"SLC25A23"
""	""
"255480"	"TBX5-AS1"
"7066"	"THPO"
"10554"	"AGPAT1"
"63895"	"PIEZO2"
"11216"	"AKAP10"
"606495"	"CYB5RL"
"9866"	"TRIM66"
"51319"	"RSRC1"
"51663"	"ZFR"
"158960"	"CH17-340M24.3"
"27338"	"UBE2S"
"83941"	"TM2D1"
""	""
"90196"	"SYS1"
"80204"	"FBXO11"
"4094"	"MAF"
"100507218"	"RNF157-AS1"
"64641"	"EBF2"
""	""
""	""
"8614"	"STC2"
"5024"	"P2RX3"
"4107"	"MAGEA8"
"4040"	"LRP6"
"10089"	"KCNK7"
"27436"	"EML4"
"8555"	"CDC14B"
"10615"	"SPAG5"
""	""
"7184"	"HSP90B1"
"2528"	"FUT6"
"57642"	"COL20A1"
"7701"	"ZNF142"
"149951"	"COMMD7"
""	""
"3131"	"HLF"
"27248"	"ERLEC1"
"334"	"APLP2"
"728723"	"ZBED3-AS1"
"130074"	"FAM168B"
"54067"	"C21orf62-AS1"
"23090"	"ZNF423"
"5573"	"PRKAR1A"
""	""
""	""
"144110"	"TMEM86A"
"4296"	"MAP3K11"
"6904"	"TBCD"
"91392"	"ZNF502"
"55023"	"PHIP"
"101928968"	"LOC101928968"
"400941"	"LINC00487"
""	""
"1131"	"CHRM3"
"11022"	"TDRKH"
""	""
""	""
"51179"	"HAO2"
""	""
""	""
""	""
"81853"	"TMEM14B"
"8347///8346///8344///8343///8339"	"HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG"
"102724002"	"LOC102724002"
"257629"	"ANKS4B"
"5583"	"PRKCH"
"7125"	"TNNC2"
"100852409"	"NEGR1-IT1"
"54880"	"BCOR"
"54884"	"RETSAT"
"2271"	"FH"
"598"	"BCL2L1"
""	""
"51059"	"FAM135B"
"10933"	"MORF4L1"
"85463"	"ZC3H12C"
"157638"	"FAM84B"
"4301"	"AFDN"
"118672"	"PSTK"
"220972"	"MARCH8"
"27330"	"RPS6KA6"
"64135"	"IFIH1"
"140894"	"CNBD2"
""	""
"91404"	"SESTD1"
"84461"	"NEURL4"
""	""
"65268"	"WNK2"
"100874114"	"CCDC13-AS1"
"2562"	"GABRB3"
"5519"	"PPP2R1B"
"27333"	"GOLIM4"
"55616"	"ASAP3"
"8833"	"GMPS"
"8943"	"AP3D1"
"146057"	"TTBK2"
""	""
"84680"	"ACCS"
"2799"	"GNS"
"1745"	"DLX1"
"55697"	"VAC14"
"166929"	"SGMS2"
"9204"	"ZMYM6"
"3755"	"KCNG1"
"93974"	"ATPIF1"
"9053"	"MAP7"
"9194"	"SLC16A7"
"101928207"	"LOC101928207"
"1493"	"CTLA4"
""	""
""	""
"9820"	"CUL7"
"4905"	"NSF"
"10730"	"YME1L1"
"5584"	"PRKCI"
"5314"	"PKHD1"
"2250"	"FGF5"
""	""
"26778///6134"	"SNORA70///RPL10"
"116988"	"AGAP3"
""	""
"57007"	"ACKR3"
"28407"	"IGHV3-75"
"54332"	"GDAP1"
"1404"	"HAPLN1"
"55781"	"RIOK2"
""	""
"123803"	"NTAN1"
"26036"	"ZNF451"
""	""
"22828"	"SCAF8"
"114780"	"PKD1L2"
"3431"	"SP110"
"26525"	"IL36RN"
"100134040"	"LOC100134040"
"375790"	"AGRN"
"2597"	"GAPDH"
"5756"	"TWF1"
"4735"	"SEPT2"
""	""
"90407"	"TMEM41A"
"147912"	"SIX5"
"147184"	"TMEM99"
"101927523"	"LOC101927523"
"7111"	"TMOD1"
"388011"	"LINC01550"
"124491"	"TMEM170A"
"9403"	"SEP15"
""	""
"54852"	"PAQR5"
"255082"	"CASC2"
"23155"	"CLCC1"
""	""
"64714"	"PDIA2"
""	""
""	""
"3454"	"IFNAR1"
""	""
"23265"	"EXOC7"
""	""
"7258"	"TSPY1"
"10767"	"HBS1L"
""	""
"3231"	"HOXD1"
""	""
"221223"	"CES5A"
"6696"	"SPP1"
""	""
"8945"	"BTRC"
""	""
"54805"	"CNNM2"
"29070"	"CCDC113"
"4821"	"NKX2-2"
"101927967"	"LOC101927967"
"55314"	"TMEM144"
"7756"	"ZNF207"
"1281"	"COL3A1"
"146562"	"C16orf71"
"100129387"	"GABPB1-AS1"
"100133308"	"RSU1P2"
"10447"	"FAM3C"
""	""
"11255"	"HRH3"
""	""
"3659"	"IRF1"
"3360"	"HTR4"
"100505555///162993"	"LOC100505555///ZNF846"
"9158"	"FIBP"
"2815"	"GP9"
"50834"	"TAS2R1"
"84193"	"SETD3"
"255057"	"CBARP"
""	""
"5996"	"RGS1"
""	""
"375"	"ARF1"
""	""
"100533181///486"	"FXYD6-FXYD2///FXYD2"
""	""
"5507"	"PPP1R3C"
""	""
""	""
"11161"	"C14orf1"
""	""
"8554"	"PIAS1"
"57669"	"EPB41L5"
""	""
"5270"	"SERPINE2"
"136991"	"ASZ1"
"54471"	"MIEF1"
"51237"	"MZB1"
""	""
"2263"	"FGFR2"
"80143"	"SIKE1"
"6773"	"STAT2"
""	""
""	""
""	""
""	""
"102466748///340371"	"MIR6845///NRBP2"
"51199"	"NIN"
"100033819///283120"	"MIR675///H19"
"7879"	"RAB7A"
"641654///220296"	"HEPN1///HEPACAM"
"4771"	"NF2"
"8541"	"PPFIA3"
"134218"	"DNAJC21"
"492307"	"C8orf22"
""	""
"4323"	"MMP14"
"3836"	"KPNA1"
"102724561"	"LOC102724561"
"6203"	"RPS9"
"6654"	"SOS1"
"687"	"KLF9"
"6790"	"AURKA"
""	""
"23163"	"GGA3"
"339175///55798"	"METTL2A///METTL2B"
"1432"	"MAPK14"
"11227"	"GALNT5"
""	""
"57406"	"ABHD6"
"2979"	"GUCA1B"
"2022"	"ENG"
"100132074"	"FOXO6"
"759"	"CA1"
"4660"	"PPP1R12B"
"222194"	"RSBN1L"
"402665"	"IGLON5"
"101927752"	"LOC101927752"
""	""
"23269"	"MGA"
""	""
""	""
"5455"	"POU3F3"
"23609"	"MKRN2"
""	""
"322"	"APBB1"
"2491"	"CENPI"
"4094"	"MAF"
""	""
"79673"	"ZNF329"
"1444"	"CSHL1"
""	""
"403323"	"LOC403323"
"326"	"AIRE"
"284756"	"C20orf197"
"57546"	"PDP2"
"93444"	"LOC93444"
""	""
""	""
"6208"	"RPS14"
"6929"	"TCF3"
""	""
""	""
"90379"	"DCAF15"
"445815///114299///11217"	"PALM2-AKAP2///PALM2///AKAP2"
"25970"	"SH2B1"
"339366"	"ADAMTSL5"
"3209"	"HOXA13"
"101929083"	"CASC6"
"8313"	"AXIN2"
""	""
"10059"	"DNM1L"
"7416"	"VDAC1"
"93650"	"ACPT"
"55785"	"FGD6"
"54887"	"UHRF1BP1"
"5675"	"PSG6"
"100130249"	"PP2672"
"776"	"CACNA1D"
""	""
"152273"	"FGD5"
"285172"	"FAM126B"
"8874"	"ARHGEF7"
""	""
"118881"	"COMTD1"
"7187"	"TRAF3"
""	""
""	""
"27246"	"RNF115"
"23440"	"OTP"
"101928361///55843"	"LOC101928361///ARHGAP15"
"3507///3500"	"IGHM///IGHG1"
""	""
""	""
"51157"	"ZNF580"
"440275"	"EIF2AK4"
"266553"	"OFCC1"
""	""
"57126"	"CD177"
""	""
"25801"	"GCA"
"2275"	"FHL3"
"3785"	"KCNQ2"
"9615"	"GDA"
"54617"	"INO80"
"92140"	"MTDH"
"7033"	"TFF3"
"5162"	"PDHB"
"160851"	"DGKH"
"25828"	"TXN2"
"100533997///4104"	"MAGEA10-MAGEA5///MAGEA5"
""	""
""	""
"150051"	"LOC150051"
"147872"	"CCDC155"
"100128361///401541"	"LOC100128361///CENPP"
"348487"	"FAM131C"
"80196"	"RNF34"
"5601"	"MAPK9"
"27109"	"ATP5S"
""	""
"445347"	"TARP"
""	""
"26130"	"GAPVD1"
"159091"	"FAM122C"
""	""
"641515"	"MGAT4EP"
"122970"	"ACOT4"
"64849"	"SLC13A3"
"100642175"	"SPRY4-IT1"
"399949"	"C11orf88"
"9931"	"HELZ"
"10085"	"EDIL3"
"101928623///401320"	"LOC101928623///LOC401320"
"101928845"	"LOC101928845"
"220108"	"FAM124A"
"84775"	"ZNF607"
"2354"	"FOSB"
"644"	"BLVRA"
"84282"	"RNF135"
""	""
"151354"	"FAM84A"
"57560"	"IFT80"
"5905"	"RANGAP1"
""	""
"22950"	"SLC4A1AP"
""	""
"100130275"	"TFAP2A-AS1"
"23148"	"NACAD"
""	""
"400506"	"KNOP1"
"284338"	"PRR19"
"619434"	"LINC00051"
""	""
"3753"	"KCNE1"
"256356"	"GK5"
"339788"	"LINC00298"
"55384"	"MEG3"
"5547"	"PRCP"
"101929384"	"LOC101929384"
""	""
"116159"	"CYYR1"
"6363"	"CCL19"
""	""
""	""
"728613///10016"	"LOC728613///PDCD6"
"2243"	"FGA"
"389834"	"LOC389834"
""	""
""	""
"156"	"GRK2"
"79443"	"FYCO1"
"199990"	"FAAP20"
"25957"	"PNISR"
"2730"	"GCLM"
"5618"	"PRLR"
"9064"	"MAP3K6"
"2840"	"GPR17"
""	""
"9698"	"PUM1"
"100133121///100132948///728882"	"FAM27B///FAM27C///FAM182B"
"284835"	"LINC00323"
"11154"	"AP4S1"
"4068"	"SH2D1A"
"55245"	"UQCC1"
""	""
"866"	"SERPINA6"
"157570"	"ESCO2"
"284930"	"LOC284930"
"404037"	"HAPLN4"
"283871"	"PGP"
"369"	"ARAF"
"56252"	"YLPM1"
"54877"	"ZCCHC2"
"81832"	"NETO1"
"10109"	"ARPC2"
"23499"	"MACF1"
"5646"	"PRSS3"
"101929536"	"LOC101929536"
"59347"	"TPT1P8"
"64800"	"EFCAB6"
"148867"	"SLC30A7"
"22854"	"NTNG1"
""	""
"27190"	"IL17B"
"728343///56001"	"NXF2B///NXF2"
""	""
"7881"	"KCNAB1"
"8795"	"TNFRSF10B"
"6239"	"RREB1"
"348035"	"MGC40069"
"65220"	"NADK"
"132720"	"C4orf32"
"4839"	"NOP2"
""	""
"84069"	"PLEKHN1"
"26343"	"OR5E1P"
""	""
""	""
"54443"	"ANLN"
"101927673///55611"	"LOC101927673///OTUB1"
"51741"	"WWOX"
"54939"	"COMMD4"
"51286"	"CEND1"
"8521"	"GCM1"
"100132911"	"DPH3P1"
"23584"	"VSIG2"
"23503"	"ZFYVE26"
"3080"	"CFHR2"
"55696"	"RBM22"
"2130"	"EWSR1"
""	""
"440603"	"BCL2L15"
"2627"	"GATA6"
"6404"	"SELPLG"
"400940"	"LOC400940"
"10724"	"MGEA5"
"23649"	"POLA2"
"84749"	"USP30"
"3689"	"ITGB2"
"1297"	"COL9A1"
"51264"	"MRPL27"
"285178"	"LOC285178"
"23250"	"ATP11A"
"51317"	"PHF21A"
"51385"	"ZNF589"
"6525"	"SMTN"
"60676"	"PAPPA2"
"9949"	"AMMECR1"
"253559"	"CADM2"
"101928537"	"LINC01494"
"102723493"	"LOC102723493"
"400949"	"FKSG49"
"644353"	"ZCCHC18"
"25804"	"LSM4"
"219988"	"PATL1"
"9439"	"MED23"
"7301"	"TYRO3"
"6580"	"SLC22A1"
"10660"	"LBX1"
"727956///255812"	"SDHAP2///SDHAP1"
""	""
""	""
"6879"	"TAF7"
"100128496"	"C20orf78"
"100131980"	"ZNF705G"
"145226"	"RDH12"
"101929657"	"LOC101929657"
"8431"	"NR0B2"
""	""
"283902"	"HCCAT5"
"116379"	"IL22RA2"
"7184"	"HSP90B1"
"102724927"	"LOC102724927"
"9170"	"LPAR2"
"8926///6638"	"SNURF///SNRPN"
"10072"	"DPP3"
"23286"	"WWC1"
"4538"	"ND4"
"10667"	"FARS2"
"55195"	"C14orf105"
"50649"	"ARHGEF4"
"5929"	"RBBP5"
"1208"	"CLPS"
"91404"	"SESTD1"
"1906"	"EDN1"
"5518"	"PPP2R1A"
""	""
"221294"	"NT5DC1"
"10123"	"ARL4C"
"26077"	"DKFZP434H168"
"51304"	"ZDHHC3"
"339488"	"TFAP2E"
"84897"	"TBRG1"
""	""
"10895"	"PPBPP2"
"114049"	"WBSCR22"
"343990"	"KIAA1211L"
""	""
"100505894"	"TMEM161B-AS1"
"81602"	"CDADC1"
"129685"	"TAF8"
"2187"	"FANCB"
"79587"	"CARS2"
"7043"	"TGFB3"
"51691"	"LSM8"
"79759"	"ZNF668"
"2899"	"GRIK3"
"5378"	"PMS1"
"283112"	"LOC283112"
"57171"	"DOLPP1"
"10473"	"HMGN4"
"219348"	"PLAC9"
"51305"	"KCNK9"
"135458"	"HUS1B"
""	""
"59343"	"SENP2"
"101929486"	"LOC101929486"
"160"	"AP2A1"
"4312"	"MMP1"
"646600"	"IGF2BP2-AS1"
"8434"	"RECK"
"29110"	"TBK1"
"4919"	"ROR1"
"4668"	"NAGA"
"203859"	"ANO5"
""	""
""	""
"4888"	"NPY6R"
"662"	"BNIP1"
"100505685"	"LOC100505685"
""	""
"84514"	"GHDC"
"4162"	"MCAM"
""	""
""	""
"574506///494336///84848"	"MIR503///MIR424///MIR503HG"
"27301"	"APEX2"
""	""
"90768"	"LOC90768"
""	""
"7177"	"TPSAB1"
"81889"	"FAHD1"
"124989"	"EFCAB13"
""	""
"23648"	"SSBP3"
"400960"	"PCBP1-AS1"
"84705"	"GTPBP3"
"91147"	"TMEM67"
"25784"	"DGCR12"
""	""
"782"	"CACNB1"
"101929529"	"LOC101929529"
""	""
"4335"	"MNT"
"548593///79008"	"SLX1A///SLX1B"
"6755"	"SSTR5"
"101927715"	"LINC01029"
"283643"	"C14orf80"
"391267"	"ANKRD20A11P"
"11099"	"PTPN21"
"26086"	"GPSM1"
"9033"	"PKD2L1"
"727956///440993///255812"	"SDHAP2///LINC00969///SDHAP1"
"83851"	"SYT16"
"55966"	"AJAP1"
"6527"	"SLC5A4"
"5692"	"PSMB4"
"5068"	"REG3A"
"646168"	"LINC01330"
"220416"	"LRRC63"
"163081"	"ZNF567"
"7781"	"SLC30A3"
"100129387"	"GABPB1-AS1"
"202018"	"TAPT1"
"8869"	"ST3GAL5"
"486"	"FXYD2"
"152940"	"C4orf45"
"89796"	"NAV1"
"54510"	"PCDH18"
"10981"	"RAB32"
"171482"	"FAM9A"
"8974"	"P4HA2"
"8690"	"JRKL"
"401237"	"CASC15"
"79132"	"DHX58"
""	""
"64792"	"IFT22"
"100506365"	"OTUD6B-AS1"
""	""
"27146"	"FAM184B"
"5530"	"PPP3CA"
"101929734"	"LOC101929734"
""	""
"8991"	"SELENBP1"
"203074"	"PRSS55"
"5733"	"PTGER3"
""	""
"84864"	"MINA"
"54602"	"NDFIP2"
""	""
""	""
"51673"	"TPPP3"
"130340"	"AP1S3"
"3507///3500"	"IGHM///IGHG1"
"114793"	"FMNL2"
"10284"	"SAP18"
""	""
"10240"	"MRPS31"
"26524"	"LATS2"
"222389"	"BEND7"
"57474"	"ZNF490"
"199"	"AIF1"
""	""
"9568"	"GABBR2"
""	""
"124411"	"ZNF720"
"8470"	"SORBS2"
"283450"	"HECTD4"
"90378"	"SAMD1"
"8626"	"TP63"
"102465435///54973"	"MIR6727///CPSF3L"
"8522"	"GAS7"
""	""
"91149"	"RAPGEF4-AS1"
"26586///3546///3537"	"CKAP2///IGLV@///IGLC1"
"3084"	"NRG1"
"100289094"	"LOC100289094"
"4869"	"NPM1"
"81550"	"TDRD3"
"53339"	"BTBD1"
"100288695///96626///3987"	"LIMS4///LIMS3///LIMS1"
""	""
"23635"	"SSBP2"
"100506548///6167"	"LOC100506548///RPL37"
"127540"	"HMGB4"
"440894///151009"	"LINC01123///LINC01106"
"80022"	"MYO15B"
"113277"	"TMEM106A"
""	""
""	""
"9306"	"SOCS6"
"4342"	"MOS"
""	""
""	""
"2862"	"MLNR"
""	""
"10998"	"SLC27A5"
"10614"	"HEXIM1"
"122046"	"TEX26"
"57115"	"PGLYRP4"
"101927651"	"LOC101927651"
"245932"	"DEFB119"
"8826"	"IQGAP1"
"128218"	"TMEM125"
""	""
"116985"	"ARAP1"
""	""
"50613"	"UBQLN3"
"9931"	"HELZ"
""	""
""	""
"7204"	"TRIO"
"57715"	"SEMA4G"
"57678"	"GPAM"
"64324"	"NSD1"
"150622"	"LINC01105"
"124976"	"SPNS2"
"493911"	"PHOSPHO2"
"11274"	"USP18"
"168975"	"CNBD1"
"55472"	"RBM12B-AS1"
"54880"	"BCOR"
"101927143"	"LOC101927143"
""	""
"3655"	"ITGA6"
"5609"	"MAP2K7"
"153241"	"CEP120"
"51146"	"A4GNT"
"7327"	"UBE2G2"
""	""
"23683"	"PRKD3"
"10533"	"ATG7"
"6898"	"TAT"
""	""
"80119"	"PIF1"
"54890"	"ALKBH5"
"643338"	"C15orf62"
"2670"	"GFAP"
"347735"	"SERINC2"
"100507240"	"VWA8-AS1"
""	""
"91624"	"NEXN"
"57142"	"RTN4"
""	""
"79802"	"HHIPL2"
"229"	"ALDOB"
"27179"	"IL36A"
"341032"	"C11orf53"
"93517"	"SDR42E1"
"83693"	"HSDL1"
"1112"	"FOXN3"
"81533"	"ITFG1"
"100506733"	"FAM170B-AS1"
"5650"	"KLK7"
"4155"	"MBP"
"101927221"	"UBR5-AS1"
"54866"	"PPP1R14D"
"11269"	"DDX19B"
""	""
"22890"	"ZBTB1"
""	""
"6342"	"SCP2"
"7633"	"ZNF79"
"51065"	"RPS27L"
"440900"	"LINC01191"
""	""
"114793"	"FMNL2"
"65005"	"MRPL9"
"8913"	"CACNA1G"
"259239"	"WFDC11"
"83892"	"KCTD10"
"117285"	"DEFB118"
"353497"	"POLN"
"8635"	"RNASET2"
"9774"	"BCLAF1"
"4710"	"NDUFB4"
"26140"	"TTLL3"
"10325"	"RRAGB"
""	""
""	""
"64167"	"ERAP2"
"284352"	"PPP1R37"
"440503"	"PLIN5"
"477"	"ATP1A2"
"4297"	"KMT2A"
"7431"	"VIM"
"23608"	"MKRN1"
"55269"	"PSPC1"
""	""
"10712"	"FAM189B"
"100129528"	"MUC8"
""	""
"5822"	"PWP2"
""	""
"11108"	"PRDM4"
"10048"	"RANBP9"
"4988"	"OPRM1"
"148789"	"B3GALNT2"
"151126"	"ZNF385B"
"100630923"	"LOC100630923"
""	""
"80339"	"PNPLA3"
"57579"	"FAM135A"
"339327"	"ZNF546"
"80310"	"PDGFD"
""	""
"386753"	"Dbpht2"
"84125"	"LRRIQ1"
"9761"	"MLEC"
"400949"	"FKSG49"
"101928999"	"IQCF5-AS1"
"3937"	"LCP2"
"9687"	"GREB1"
"5727"	"PTCH1"
"54088"	"LINC00113"
"56950"	"SMYD2"
"381"	"ARF5"
"5293"	"PIK3CD"
"219688"	"LOC219688"
"51093"	"RRNAD1"
"7468"	"WHSC1"
"6840"	"SVIL"
"23414"	"ZFPM2"
"55322"	"C5orf22"
"158763"	"ARHGAP36"
"1635"	"DCTD"
"6920"	"TCEA3"
"27091"	"CACNG5"
"29937"	"NENF"
"22823"	"MTF2"
"9229"	"DLGAP1"
""	""
"27141"	"CIDEB"
"2528"	"FUT6"
"55742"	"PARVA"
"399473"	"SPRED3"
"53335"	"BCL11A"
""	""
"100288332///100132247///728888///728734///613037///440345///23117"	"NPIPA5///NPIPB5///NPIPB11///NPIPB8///LOC613037///NPIPB4///NPIPB3"
"23705"	"CADM1"
"51466"	"EVL"
"9970"	"NR1I3"
"712"	"C1QA"
"339874"	"LOC339874"
""	""
"5454"	"POU3F2"
"5133"	"PDCD1"
"152815"	"THAP6"
"22917"	"ZP1"
"5768"	"QSOX1"
""	""
"101927636"	"LOC101927636"
"441461"	"STX17-AS1"
"2004"	"ELK3"
"5618"	"PRLR"
"6559"	"SLC12A3"
"64946"	"CENPH"
"921"	"CD5"
"265"	"AMELX"
"606"	"NBEAP1"
"10514"	"MYBBP1A"
"2814"	"GP5"
"114823"	"LENG8"
"121256"	"TMEM132D"
"4691"	"NCL"
"219527"	"LRRC55"
"160851"	"DGKH"
"257240"	"KLHL34"
"2057"	"EPOR"
"2844"	"GPR21"
""	""
"65061"	"CDK15"
"2779"	"GNAT1"
"170679"	"PSORS1C1"
""	""
""	""
""	""
"80161"	"ASMTL-AS1"
"340602"	"CXorf67"
"52"	"ACP1"
"100130370"	"LOC100130370"
""	""
""	""
"5713"	"PSMD7"
"113791"	"PIK3IP1"
""	""
"23022"	"PALLD"
"56731"	"SLC2A4RG"
"1124"	"CHN2"
""	""
"5706"	"PSMC6"
"3077"	"HFE"
"644"	"BLVRA"
